UNSPSC-Code,UNSPSC-Description-eng,UNSPSC-Description-fra,HierarchyLevel-NiveauHierarchique,CommodityType-TypeProduit-eng,CommodityType-TypeProduit-fra,GSINCode-NIBSCode,GSINDescription-NIBSDescription-eng,GSINDescription-NIBSDescription-fra,date-file-published
72151307,"Ship painting service","Service de peinture de navires",L4,Services,Services,J019,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to Ships","Entretien, réparation, modification, reconstruction et installation d'équipements afférents aux navires",2021-05-12
72151608,"Satellite system maintenance or repair service","Service d'entretien et de réparation de systèmes par satellite",L4,Services,Services,J058,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to FSC 58 (Communications, Detection, and Coherent Radiation Equipment)","Entretien, réparation, modification, reconstruction et installation d'équipements en ce qui concerne CFA 58 (matériel de communications, de détection et de rayonnement cohérent)",2021-05-12
72151609,"Satellite system hub support service","Service de soutien de systèmes par satellite",L4,Services,Services,J058,"Maintenance, Repair, Modification, Rebuilding & Installation of Equipment related to FSC 58 (Communications, Detection, and Coherent Radiation Equipment)","Entretien, réparation, modification, reconstruction et installation d'équipements en ce qui concerne CFA 58 (matériel de communications, de détection et de rayonnement cohérent)",2021-05-12
72153600,"Interior finishing and furnishing and remodeling services","Services de finition intérieure, d'ameublement et de remodelage",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72153613,"Office furniture lease and maintenance service","Service de location et de maintenance de mobilier de bureau",L4,Services,Services,W,"Lease or Rental of Equipment","Location d'équipement",2021-05-12
72153614,"Upholstery service","Service de rembourrage",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72153615,"Office furniture repair service","Service de réparation de mobilier de bureau",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72153700,"Parking facility construction and equipment installation and maintenance and repair services","Services de construction, de réparation et d'entretien de parcs de stationnement et de l'équipement connexe",L3,Services,Services,K100,"Custodial - Janitorial Services","Garde - Services de nettoyage et d'entretien",2021-05-12
72153702,"Parking lot maintenance","Entretien du stationnement",L4,Services,Services,K100,"Custodial - Janitorial Services","Garde - Services de nettoyage et d'entretien",2021-05-12
72154100,"Distribution and conditioning system equipment maintenance and repair services","Services d'entretien et de réparation d'équipements et de systèmes de distribution et de conditionnement",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154200,"Instrumentation installation maintenance and repair services","Services d'installation, d'entretien et de réparation d'appareillages et d'instruments",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154300,"Motive and electrical power generation equipment maintenance and repair services","Services de réparation et d'entretien d'équipement d'alimentation électrique moteur et de groupes électrogènes",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154400,"Pipefitting fabrication and maintenance services","Services de fabrication et d'entretien de tuyauterie",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154500,"Heavy equipment installation and maintenance services","Services d'entretien et d'installation d'équipement lourd",L3,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154501,"Heavy equipment maintenance and repair service","Service d'entretien et de réparation d'équipement lourd",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154502,"Crane maintenance and repair service","Service d'entretien et de réparation de grues",L4,Services,Services,J,"Maintenance, Repair, Modification, Rebuilding and Installation of Goods/Equipment","Entretien, réparation, modification, réfection et installation de biens et d'équipement",2021-05-12
72154503,"Crane rental service","Service de location de grue",L4,Services,Services,W,"Lease or Rental of Equipment","Location d'équipement",2021-05-12
73000000,"Industrial Production and Manufacturing Services","Services de production et fabrication industrielles",L1,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73100000,"Plastic and chemical industries","Services des industries plastiques et chimiques",L2,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73101500,"Petrochemical and plastic production","Services de production pétrochimique et plastique",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73101600,"Chemicals and fertilizers production","Services de production de produits chimiques et d'engrais",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73101700,"Pharmaceutical production","Services de production de produits pharmaceutiques",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73101800,"Biochemical and biotechnology production","Services de production de produits biochimiques et de biotechnologie",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73101900,"Rubber production","Services de production de caoutchouc",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73110000,"Wood and paper industries","Services des industries du bois et du papier",L2,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73111500,"Wood processing","Traitement du bois",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73111600,"Pulp and paper processing","Traitement de la pulpe et du papier",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73120000,"Metal and mineral industries","Services des industries des métaux et des minéraux",L2,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73121500,"Metal smelting and refining and forming processes","Procédés de fusion, de raffinage et de formage du métal",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73121600,"Metal finishing","Finition du métal",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73121800,"Non metallic mineral products industry services","Services des industries des produits minéraux non métalliques",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73130000,"Food and beverage industries","Services des industries alimentaires et des boissons",L2,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73131500,"Beverage processing","Traitement des boissons",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73131600,"Meat and poultry and seafood processing","Traitement de la viande, de la volaille et des fruits de mer",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
73131700,"Fruits and vegetables processing","Traitement des fruits et des légumes",L3,Services,Services,F05,"Other Natural Resources Services","Autres services liés aux ressources naturelles",2021-05-12
